Description,Total_Sales_Dollars,ProfitMargin
Inkblot Cab Franc,6481.150000000001,81.91987533076691
Inman Family Endless Crush,1259.55,88.4172918899607
Inman Family Pnt Nr RRV Sono,335.88,31.975705609146125
Innocenti Vignalsole Rosso,5896.74,13.511533491386762
Insomnia Pnt Grigio,233.74,10.669975186104228
Intrinsic Cab Svgn,2838.58,32.86643321660831
Iris Vineyard Pnt Nr,6936.53,23.877212381406842
Irishman Cream Liqueur,129.9,68.00615858352579
Iron Horse Est Brut Rose,1722.39,44.52940390968364
Iron Horse Est Chard,2968.94,76.24606762009336
Iron Horse Wedding Cuvee,350.91,16.76498247413868
Ironside Cab Svgn,608.57,26.56884171089604
Irony Chard Napa,594.3,43.200403836446235
Islay Mist 8 Yr Old Scotch,213.87,83.74246037312385
Itami Onigoroshi Junmal Shu,3140.07,22.776880770173914
J & B Scotch,149.94,25.370148059223684
J Drouhin Vosne Romanee 13,4664.51,48.375284863790625
J Lohr Arroyo Seco Chard,2607.71,58.733908295017464
J Lohr Cypress Cab Svgn,2750.94,34.689960522585004
J Lohr Cypress Merlot,638.29,30.96554857509909
J Lohr Est Bay Mist Rsl,1648.35,15.61925561925561
J Lohr Falcon's Perch Pnt Nr,7406.01,33.065172744838314
J Lohr Fogs Ranch Pnt Nr,3406.8399999999997,65.03974357469092
J Lohr Hilltop Cab Svgn,4345.5,54.76469911402601
J Lohr October Night Chard,4697.65,28.492757016806262
J Lohr Osos Rest Cve Merlot,1578.33,38.484347379825515
J Lohr S Ridge Ps Rbls Syrah,307.78,28.728312430957164
J Lohr Seven Rst Cv Cab Svgn,8228.9,33.710459478180546
J Lohr Tower Road Petite Sir,834.5899999999999,34.679303610155884
J Lohr Valdiguie Monterey,782.13,26.47769552376204
J Vineyards Chard RRV,1151.28,45.31999166145508
J Vineyards Pnt Nr RRV,1715.48,60.30498752535733
J W Dant Bourbon,482.78999999999996,36.021872863978125
J. Ordonez Victoria Moscatel,2413.39,33.755837224816545
JJ Prum Bernkasteler Bads 11,458.83,69.24351066843928
JJ Prum Graacher Him Rsl Aus,5826.76,32.53746507493016
JM Gobillard Tradition Brut,199.95000000000002,76.66416604151038
JP Chenet Merlot/Cab,287.76,2.543786488740615
JP Chenet Pnt Noir,7773.2,38.42934698708383
JP Wiser's Rye w/ 2 Glasses,2005.06,82.21998344189201
JP Wiser's Spiced Vanilla,3911.94,74.44746085062654
Jaboulet Crozes Herm 10 Thal,335.93,90.7242580299467
Jaboulet Crozes Hermitage L,2462.81,58.75697641612534
Jack Daniels 2 Yr Rested Rye,499.90000000000003,92.4244848969794
Jack Daniels SB-BTB Joe Bell,8298.34,22.540050178710437
Jackhammer Chard Monterey,8068.42,7.069785658158599
Jacobs Creek Two Lands Pnt G,819.78,22.476762058113152
Jacobs Crk Chard Rsv,455.05,35.49060542797495
Jacobs Crk Moscato,944.65,17.07404858942465
Jacobs Crk Moscato Rose,89.94,83.9226150767178
Jacobs Crk Rsl,2777.3,29.538760666834698
Jacobs Crk Shirz Rsv,550.5,26.975476839237057
Jacobs Crk Sweet Red,41.94,42.06008583690986
Jacopo Blondi Santi 10 Sasso,524.85,81.86148423359056
Jacques Bonet Brandy,351.56,32.884856070087615
Jacquin Peach Brandy,4459.15,26.61202247065023
Jadot 12 Steel Chard,832.51,8.98848061885143
Jadot Beaune Bressandes 12,179.96,50.65570126694821
Jadot Beaune Bressandes 13,1099.75,97.31575358035917
Jadot Bourgogne Le Chapitre,1014.65,88.56945744838121
Jadot Bouzeron 13,1605.27,91.66869124820124
Jadot Ch d Jacques Morgon 11,8040.81,94.72267097469036
Jadot Ch des Jacques Fleurie,2155.02,77.9343115145103
Jadot Clos Vougeot 13,2939.79,56.42545896135438
Jadot Cote de Beaune Vlgs 13,1979.34,90.78783837036588
Jadot Echezeaux 13,1799.9,80.51891771765098
Jadot Fixin 12,209.94,78.35572068209964
Jadot Gevrey Chambertin 13,2699.73,56.989032236556994
Jadot Marsannay 13,1259.58,87.30370440940631
Jadot Marsannay Clos Roy 12,349.90000000000003,93.42097742212061
Jadot Marsannay Clos Roy 13,1583.52,89.10781044761038
Jadot Mercurey 13,1919.36,93.87295765255087
Jadot Monthelie 13 Sous Roch,1224.65,84.66174008900504
Jadot Moulin-a-Vent Jacques,295.84,5.24607896160086
Jadot Pernand Croix Blanc 12,104.97,77.47927979422691
Jadot Pernand Vergelesses 13,2087.42,83.35361355165706
Jadot Rully 13,1117.57,86.22905052927334
Jadot Saint Aubin 13,797.7900000000001,93.43185550082103
Jadot Santenay Clos Rous 12,139.96,83.22377822234924
Jadot Savigny 13 Clos de Gue,2279.43,95.16019355716121
Jadot Savigny Bl Clos de Gue,1119.72,97.66548780052156
Jadot Savigny Les Beaune 12,489.86,76.18707385783694
Jadot Savigny Narbantons 12,104.97,35.49585595884539
Jadot Savigny les Beaune 13,2169.38,76.02633010353189
Jadot Vosne Romanee 13,1319.78,78.64644107351225
James L'Escargot Svgn Blanc,3252.83,58.42174352794336
Jameson Rarest Vintage Rsv,5099.83,82.03861697350696
Jamieson R Double Lariat Cab,647.88,34.63604371179848
Jamieson Ranch Cab Svgn,2274.35,25.66843273902434
Januik Cab Svgn Columbia Vly,1099.56,24.78445923824075
Jargon Pinot Nr CA,458.7,29.62720732504905
Jarhead Chard,2476.2200000000003,48.89872466905202
Jarhead Red,3469.52,49.49041942401255
Jarvis Chard Estate Napa,1919.68,11.916569428238038
Jaume Serra Cristalino Rose,8200.19,33.02923468846454
Je T'Aime Cremant de Limoux,1039.35,10.855823351132903
Jean Dauvissat Chablis St Pi,7617.25,24.55702517312678
Jean Laurent Blanc de Noirs,1982.5700000000002,97.29542966957031
Jean Luc Colombo Ruchets 07,159.98,65.51443930491311
Jean-Paul & Benoit Droin 14,2660.79,5.543842242341551
Jefferson's Manhattan RTD,5758.530000000001,88.50904657959585
Jekel Grvlstone Montry Chard,4361.78,41.98744549243658
Jekel Rsl Monterey,4659.01,31.606070817620058
Jeremiah Weed Bourbon,554.63,20.0133422281521
Jeremiah Weed Sarsaparilla,179.88,44.429619746497664
Jesse James Spiced Bourbon,383.76,21.88868042526579
Jewell Towne Cab Svgn NH,4867.48,11.883767370384668
Jewell Towne Chardonnay,8070.93,31.725340202430196
Jewell Towne Seyval NH,7940.93,31.822217296966482
Jim Beam Bonded Bourbon,3076.29,86.50322303814009
Jim Beam Candy Cane 4/50mLs,1308.72,78.64631089919921
Jim Beam Distlrs Masterpiece,8999.550000000001,13.667683384169225
Jim Beam Signature Craft Ltd,4416.84,96.70239356644117
Jim Beam White BBQ Sauce Pak,2052.15,97.40516044148819
Jimenez Landi Bajondillo Men,371.76,31.052291801162042
Jip Jip Rocks Shiraz/CabSvgn,1019.4,45.944673337257214
Joel Gott Rsl Columbia Vly,207.84,51.61662817551963
John Anthony Cab Svgn Napa,2759.54,35.072512085347554
John Anthony Svgn Bl,1605.27,28.385879011007496
John Taylor Velvet Falernum,159.9,34.31519699812383
Johnnie Walker Gold Edition,2634.69,37.4879018024891
Johnnie Walker Odyssey,8549.91,5.253622552752021
Jonathan Edwards Znfdl Lodi,176.94,32.89250593421499
Jordan Chard Sonoma,5978.07,43.435255860168915
Jos Phelps Insignia 2010 Red,8447.34,82.94232267198906
Jose Cuervo Cinge,1885.8899999999999,45.73278399058269
Jose Cuervo La Familia Rsv,8199.18,47.73623703833799
Jose Cuervo R Rolling Stones,4199.58,26.47264726472647
Jose Cuervo Tropina,350.82,28.578758337609028
Jose Maria de Fonseca Periq,3346.65,35.7925089268373
Josef Weinberg Radiance Mosl,359.64,31.531531531531527
Joseph Drouhin Cote de Beaun,1689.35,96.96332909107053
Joseph Drouhin Cote de Nuits,1619.4299999999998,26.492654822993263
Joseph Mellot Reuilly Svgn B,15.99,31.0193871169481
Joseph Mellot Sancerre White,1699.32,73.35463597203588
Joseph Phelps Insignia 08,6239.610000000001,62.643498551992835
Joseph Phelps Insignia 09,2559.84,83.65991624476531
Josh Cellars Cab Svgn Paso R,1580.07,24.129943610093225
Josh Cellars Craftsman Cab S,3189.7200000000003,32.13949813776759
Juan Gil Dry Wh Muscat Jumil,687.37,62.465629864556206
Juarez Silver Tequila,8801.91,9.958179531488055
Juarez Triple Sec,6755.070000000001,21.677643606950053
Jubileo Meritage,119.88,32.43243243243243
Julius Treis Trocken Rsl,137.94,35.0587211831231
Justin Obtuse,1054.09,43.97157737954065
K Syrah The Deal,2478.33,11.609834041471476
K Vintners Cab Svgn Stonerid,563.88,32.432432432432435
K Vintners Syrah The Hidden,2799.6,22.588941277325336
K Vntrs Milbrandt Col Syrah,1253.6200000000001,14.707008503374237
KAH Extra Aged Tequila,1249.95,13.668546741869687
KJ 12 Vintners Rsv Cab Svgn,1067.88,31.03719519047084
KJ Est 12 Chard Camelot High,4978.34,26.240473732207924
KJ Est 12 Pnt Nr Outland Rdg,1749.5,33.795941697627896
KJ Est Cab Hawkeye Mtn,299.94,32.42648529705941
KJ Est Chard Santa Maria Vly,167.94,33.762057877813504
KJ Jackson Est Pnt Nr Anders,101.94,33.78457916421424
Kahlua Cinnamon Spice,2308.8199999999997,97.56585615162724
Kahlua Hazelnut,9138.01,80.10726624286907
Kahlua Peppermint Mocha,7055.389999999999,89.22270774542584
Kaiken Malbec Mendoza,1021.27,33.85686449224984
Kaikouzu Potato Shochu,699.8,9.082595027150607
Kamchatka Vodka,3811.3199999999997,27.348330797506915
Kamora Coffee Gift Pack,7627.64,35.13039419794327
Kamora Coffee Liqueur,1670.48,29.10540682917485
Kangarilla McLaren Vl Shiraz,131.94,31.969076853115048
Kavalan Soloist Tawain Whsky,5699.85,69.92447169662358
Ke Ke Beach,988.14,21.552614002064487
Kedem Concord Grape Kosher,1957.8,43.536622739809985
Ken Forrester Petit Pinotage,461.67,13.46199666428402
Ken Volk Pnt Nr Cuvee St Mar,5493.22,46.12267486101049
Ken Wright Canary Hill Pnt N,1924.65,51.4067492790897
Ken Wright Cellars Pnt Nr,1319.76,94.44444444444446
Ken Wright Freedom Hill Pnt,1979.64,29.612454789759756
Ken Wright Shea Ore Pnt Nr,2089.62,55.56799800920741
Kendall Jackson Pnt Nr Spl S,671.52,34.238741958541816
Kendall Jackson Sp Sel Chard,8776.68,33.05896990661618
Kendall Jackson Sp Sl Merlot,671.52,32.88062902072909
Kendall Jackson Spcl Cab Svg,1161.17,24.434837276195562
Kennedy's Original Irish,527.67,89.1788428373794
Kenwood Chard 12,2037.6,89.37720848056537
Kenwood Chard Sonoma,6248.46,10.160583567791106
Kenwood Cve Brut Yulupa Spa,1393.45,7.768488284473787
Kenwood J London Znfdl,8419.15,32.35920490785887
Kenwood Merlot Sonoma,3328.63,13.795164977783653
Kenwood Yulupa Cab Svgn Cal,1681.1299999999999,29.480765913403477
Kenwood Yulupa Chard Cal,1393.45,27.78212350640497
Kenwood Yulupa Cuvee Brut,1477.0600000000002,31.045455160927798
Kenwood Yulupa Merlot Cal,988.9,32.72525027808676
Kenwood Yulupa Pnt Nr,1177.69,24.190576467491443
Keo St John Commandaria Cyp,719.73,50.969113417531574
Kesselstatt Josephshofer Kab,1522.95,13.704323845168917
Kesselstatt Piesp G Kab Rsl,314.79,35.09006004002669
Kesselstatt Piesporter Gold,929.6899999999999,97.80572018629866
Kesselstatt Rsl RK QbA Mosel,8358.32,25.628834502627317
Kesselstatt Schwartzhof GG,263.88,33.78808549340609
Ketel One Oranje,3442.3199999999997,46.90964233423969
Kettmeir Muller Thurgau Alto,3798.1,31.561833548353125
Kettmeir Pnt Grigio Alto Adi,3438.2799999999997,26.202636201821843
Kibo Junmai Sake,197.67,5.752010927303069
Kikkoman Plum Wine,7012.2,35.153019023986765
Kim Crawford Pnt Gr Marlboro,9359.92,19.36597748698707
King Est Domaine Pnt Gris,1470.4499999999998,11.700499846985615
King Estate Dom Pnt Nr 12,3761.43,8.720087838933585
King Rabbit Malbec Pay D'Oc,143.82,77.76387150604921
King Robert II Scotch Whisky,246.86999999999998,77.86689350670393
Kinsella Est Cab Svgn 10,4829.58,57.3089171315104
Kir-Yianni Akakies Yianakoho,395.78,33.79655364091162
Kirkland Signature Cab Svgn,311.76,39.26096997690531
Kirkland Signature Chard,171.38,25.778970708367368
Kirkland Signature Chard 12,319.8,20.0
Kirkland Signature Supr Brdx,7.99,32.91614518147684
Kismet Wine Papa's All-Black,2518.74,98.43374067986375
Kistler Hyde Chard,875.88,34.210165776133714
Kistler Les Noisetiers Sono,2034.63,17.995900974624384
Kistler Pinot Noir RRV,3189.42,34.20621931260229
Kitaya Ai No Hime Sprkl Sake,2989.28,28.89792859819087
Klinker Brick Farrah Syrah,7315.839999999999,18.34498840871314
Klinker Brick Marisa Znfdl,2274.35,72.30373513311497
Klinker Brick Old Ghst Znfdl,5706.4800000000005,33.90934516549607
Knappogue Castle Irish 12 Yr,6678.33,75.52322212289599
Korbel Brut Rose,2596.05,26.22638238862888
Kosta Browne Pnt Nr RRV,9299.0,5.368211635659754
Kracher Beerenauslese Cuvee,119.88,31.931931931931935
Kringle Cream,5684.66,55.1895803794774
Kris Heart Rosso,4978.0,54.01205303334673
Kronan Swedish Punsch,179.94,51.69500944759364
Kru 82 Vodka,7440.09,23.288696776517497
Kru Peach Mango Vodka,4296.56,80.65708380658016
Krug Grande Cve Brut,2719.68,18.2992116719614
Krug Rose Champagne,467.98,0.6624214710030392
Krupp Bros The Doctor Red,1999.8,59.45994599459946
Krupp Bros Veraison Red,5753.82,51.629873718677324
Krupps Brothers Veraison,5119.36,6.752211213901722
Kuentz Bas Alsace White,1806.71,33.049576301675415
Kunde Cab Svgn Sonoma Cnty,540.63,22.507075079074415
Kunde Chard Sonoma Cnty,870.33,21.046040007813136
Kunde Magnolia Lane Svgn Bl,8003.41,39.47005089080779
L Bernard Cotes du Rhone,7883.68,44.35961378442555
L Einaudi Dolcetto Dogliani,5792.78,67.31517509727625
L'Ardi Dolcetto D'Acqui,3777.67,46.40505920315962
L'Argentier Rose d'Aramon,2682.21,4.168577404453789
L'Ecole No 41 Cab 12 Walla W,2966.31,14.196425862435136
L'Ecole No 41 Chenin Bl OV,1122.3899999999999,24.81757677812525
L'Ecole No 41 Red Columbia V,1898.1,46.88741372951899
L'Eglise Saint-Hilaire Borde,2166.14,90.89394037319842
L'Enclos de Viaud Lalande Po,3148.95,99.34327315454358
L'Excellence Blanc 2015,1658.34,23.282318463041353
L.A. Cetto Cab Svgn,431.64,34.195162635529606
LAN Rioja Reserva,809.52,2.905425437296173
LAN Rsva Rioja,188.92,5.61613381325428
La Atalaya Almansa Red,970.4,73.45424567188788
La Basttistina Gavi,123.91999999999999,9.651387992253062
La Cana Albarino,7275.26,38.62927235590205
La Caplana Gavi di Gavi,6654.65,26.039085451526372
La Carraia Orvieto Clsc,5497.9400000000005,37.911290410590155
La Chapelle Mission Haut Bri,2295.72,83.22051469691425
La Chapelle de la Mission Ha,2369.7,70.11267249018863
La Clarence de Haut Brion PL,4402.63,47.811194672275434
La Clarte de Haut Brion 10,7769.3,53.64447247499775
La Crema Chard Sonoma Coast,1188.81,1.6773075596605056
La Crema Pnt Nr Sonoma Coast,701.46,26.866820631254818
La Crema Russian Rive Pnt Nr,395.88,31.97938769324038
La Croix Belle No 7 Rose 15,4672.25,31.579003692011348
La Croix de Carbonnieux Blnc,1117.57,89.14519895845451
La Croix de Carbonnieux Roug,1253.34,83.94051095472896
La Dame Montrose St Estep 11,1403.73,97.56363403218567
La Demoiselle Sociando Haut,424.83,67.98719487795118
La Fee NV Absinthe,559.7199999999999,44.847423711855924
La Fleur d'Amelie Brdx Rose,4871.25,30.13292276109828
La Font de Notre Dame Rastea,1011.56,48.828542053857404
La Garenne Entre Mer Wh,1549.59,13.693299517937007
La Jota Cab Svgn Howell Mtn,2339.64,27.373442068010455
La Jota Howell Mtn Merlot,1429.78,4.795842717061378
La Joya Svgn Blanc,83.93,3.491004408435609
La Lecciaia Brunello di Mont,1405.63,77.63280521901211
La Maialina Gilfredo Verment,4302.69,24.821681320290324
La Merika Pnt Grigio Montery,4674.8,79.18028578762727
La Monacesca Verd di Mattell,779.61,44.54663229050423
La Mondotte 08 St Emilion,1887.92,74.31458960125428
La Mura Blanco,1258.1999999999998,28.888888888888875
La Mura Rosso,838.8,24.620886981402002
La Noble Chard Unoaked,629.55,2.088793582717811
La Petite Maison Ventoux Bl,160.77,88.55507868383404
La Pettegola Vermentino,269.84999999999997,19.488604780433565
La Puerta Alta Malbec Bonrda,191.88,32.89555972482802
La Quintinye Blanc Vermouth,2798.25,21.77539533637094
La Quintinye Rouge Vermouth,3198.0,26.04127579737335
La Scolca Black Label Gavi,431.88,31.03639899972215
La Terre Chard Cal,461.15999999999997,26.045190389452678
La Terre Merlot,184.23000000000002,10.191759068920533
La Vieille Ferme Red B/B,499.79999999999995,18.3673469387755
La Volpe Pnt Grigio,1127.1599999999999,30.4694985627595
La Volpe Prosecco,415.74,8.904603838937806
LaBelle Winery Americus,7196.4,18.368350842087708
Label 5 Scotch 12 Yr,4446.61,67.88834640321502
Laboure-Roi Pouilly Fuisse,639.36,66.66666666666666
Lacoste Borie Pauillac,7291.13,26.872789265861396
Ladera Stile Blocks Cab Napa,1749.65,16.73534706941389
Ladyburn 41 Yr Old Scotch,5999.97,48.32040826870801
Lafite Rsv Speciale Bl Brdx,485.71999999999997,70.40270114469241
Lagler Gr Velt Smaragd Stein,1529.1499999999999,8.890560115096626
Lagler Rsl Smaragd Elmerberg,2133.0299999999997,10.960464691073241
Lago Rose,9937.35,24.081168520782708
Laguna Chard,2672.09,25.2787144145594
Lake Sonoma Cab Svgn AV,527.78,0.3277880935237987
Lake Sonoma Znfdl Dry Creek,2218.89,43.10668847937482
Lamberti Prosecco Extra Dry,558.4000000000001,29.899713467048723
Lancers Rose,2485.85,32.60494398294346
Landmark 12 Overlook Chard S,2249.25,45.10170056685562
Landmark Overlook Pnt Nr,2083.25,35.088923556942284
Lange Pnt Gris Willamette,940.4399999999999,37.45055505933392
Lange RSV Willamette Pnt Nr,6001.0599999999995,56.69598370954465
Laphroaig 18 Yr Single Malt,3429.59,68.43587717482265
Lapierre Raisins 14 Gaulois,2056.53,1.2433565277433425
Las Brisas Rueda Wh,2996.69,45.83490451131081
Las Pizarras Garnacha,419.4,31.902718168812584
Las Valles Carinena Red,1851.94,25.46194801127467
Las Valles Viura-Chard,1447.3899999999999,23.393142138608113
Latour 11 Corton-Chrl Bl AC,7583.21,8.253101259229275
Latour 11 Merslt-Blgny P Cru,1449.71,97.71609494312656
Latour 13 Cuvee Bourgog Blnc,7419.36,90.66091954022988
Latour Beaujolais Villages,8482.22,42.4084732534643
Latour L'Ardeche Chard,558.5699999999999,12.992104839142801
Lauders,969.2099999999999,26.69287357744967
Laurent Reverdy Sancerre,323.76,35.50778354336545
Lavergne Brdx Rouge,9867.65,31.256884871271275
Laya Tinto Almansa,9310.79,30.267571280202866
Layer Cake Garnacha,7191.57,48.61650515812263
Lazzaroni Sweet Marsala,3335.29,1.4646402561696257
Le Capitaine Vouvray Loire,191.88,33.771106941838646
Le Cengle CdProvence Rose,4728.36,31.481105499581254
Le Clarence de Haut Brion 12,1741.8700000000001,7.06883981008915
Le Gr Bouqueteau Chinon Roug,7211.49,25.584587928430874
Le Grande Courtage Brut,4611.8,25.143154445045184
Le Grande Courtage Rose,988.1,52.399554700941195
Le Haut Medoc de Lascombes,5283.49,88.23618479452028
Le Macchiole Bolgheri Rosso,1349.5,79.35828084475732
Le Petit Cheval St Emilion,719.85,33.331944155032296
Le Petit Haut Lafitte Brdx,1691.53,32.4256737982773
Le Petit Mout Roths 11 Pauil,2099.86,95.20634708980599
Le Ragose Valpo Clsco 09,1630.98,20.53857190155612
Le Val Grenache Rose,7835.87,24.99709668486077
Le Volte Red Toscana,666.77,33.77026560883063
LeCompte Calvados 12 Yr Old,1049.85,80.53436205172167
LeCompte Calvados 18 Yr Old,1689.8700000000001,77.54146768686348
LeCompte Calvados 5 Yr Old,2015.64,80.16014764541288
Leaf Vodka Alaskian Glacial,6230.79,65.62329977418594
Leblon Cedilla Acai Liqueur,89.97,73.3355562965433
Lee Family Farm Albarino Mon,1313.27,84.6231163431739
Lee Family Farm Rio Tinto S,730.5699999999999,29.89583475916064
Leese Fitch Svgn Bl,533.54,15.320313378565798
Leese-Fitch Chard,843.28,24.011004648515325
Leese-Fitch Merlot,179.84,4.7153024911031975
Leflaive Macon Verze,6010.33,14.693535962251659
Legacy Red Alexander Valley,1377.74,76.61387489656974
Legaris Crianza Ribera del,94.74000000000001,32.425585813806215
Legend of the Vine Cab Svgn,783.38,33.77926421404682
Leoville Poyfre St Julien 09,1847.94,77.62914380337024
Lepanto Solera Gran Reserva,783.84,87.82532149418249
Leroux Apple Schnapps,29.96,23.097463284379177
Leroux Cherry Brandy,95.88,21.902377972465583
Leroux Polish Blackberry Bdy,422.53000000000003,1.3040494166094827
Les Dauphins Cotes du Rhone,486.15,57.790805307004014
Les Embruns Rose,1104.15,54.91916859122402
Les Fiefs de Lagrange 11 Jul,494.84999999999997,54.02647266848539
Les Hauts Calas Chinian 14,1478.52,26.905283662040414
Les Hauts de Lagarde Blanc,688.47,7.598007175330815
Les Lauzeraies Tavel,637.42,24.103416899375606
Les Pasquets Entre Deux Mers,789.21,83.86994589526236
LiDestri Red Sangria,4351.16,19.190974360860096
LiDestri Spicy Bloody Mary,71.92,2.558398220244721
LiDestri White Sangria,197.78,9.748205076347457
Liberty Creek Cab Svgn Tetra,432.71000000000004,33.775507845901416
Liberty Creek Merlot Tetra P,85.24000000000001,12.998592210229953
Liberty Creek Pink Moscato,215.73,27.94697075047513
Liberty Creek Prem RSV Merlo,407.49,25.02392696753295
Liberty Creek Vyd Pnt Noir,231.71,2.1190280954641683
Liberty Crk Pnt Grigio,35.88,32.107023411371244
Liberty Crk Prm RSV Wh Znfdl,1733.83,30.085417832198075
Liberty Crk Vyd Pnt Grigio,990.73,32.04202961452667
Liberty School Cuvee Red CC,118.83,54.15299166877051
Licor 43 Liqueur Gift Pack,2534.68,35.66051730395946
Lila Rose 4 Pk Cans,65.94,33.75796178343949
Lila Svgn Bl 4 Pk Cans,2198.0,33.88398544131028
Lillet Rose French Aperitif,1277.29,14.600443125680151
Lima Loureiro Vino Verde DOC,1640.4,41.66057059253841
Lincourt Courtney's Chard,461.58,76.34212920837125
Lindemans Bin 90 Moscato,2377.14,39.006537267472666
Lindemans Bin 99 Pnt Nr,5577.24,31.623885649532742
Lindemans Cawarra Shiraz/Cab,3480.42,27.01570500112056
Line 39 Merlot,211.79,8.107087209027805
Linkwood 15 Yr Old Sngl Malt,4719.41,88.08304427883994
Lions de Suduiraut Sauternes,2050.92,90.06104577457921
Liquore Strega,353.88,25.364530349270936
Little Black Dress Divalicio,5899.66,33.35954953336294
Little Black Dress Pnt Grigi,163.84,21.48437500000001
Little Penguin Cab Svgn Ausl,2267.73,22.18121204905346
Little Penguin Merlot Ausl,7275.09,32.236852052689386
Little Yering Pnt Nr Yarra V,719.52,32.421614409606406
Live-A-Little Ravishing Red,1582.56,34.21292083712465
Live-A-Little Wicked White,791.28,31.938125568698805
Livingston Cab Svgn Cal,157.86,70.86025592296971
Livingston Chablis Blush Ca,2623.69,22.732648877352087
Livingston Chianti Cal,153.79999999999998,10.858257477243148
Livingston Clrs Pnt Grigio,255.68,27.487484355444312
Livingston Clrs Red Rose,497.37,31.093552083961644
Livingston Clrs Rhine Calif,350.46000000000004,87.64480967870799
Livingston Rhine Calif,465.40999999999997,34.34176317655399
Livingston Sangria Natural,569.28,31.418634064080937
Livingston Wh Znfdl Cal,341.57,27.227215504874554
Livio Felluga Pinot Grigio,847.64,56.87791987164362
Livon Pnt Grigio,4789.85,27.034875831184696
Llopart Rose Cava Brut Rsva,4800.04,58.105349122090644
Llord's Orange Curacao,1880.86,25.238454749423138
Llord's Peach,227.61999999999998,29.452596432650896
Lobstah White,1108.95,68.34392894179179
Lobster & Shrimp Muscadet,8856.77,59.29396382654174
Locations CA Red,3934.3599999999997,30.782134832603003
Locations OR Red,4534.11,13.622739633577485
Lock & Key Meritage,779.4,31.48575827559661
Loimer Lois Gruner Veltliner,4834.65,35.45303176031357
Lokoya Diamond Mtn Cab Svgn,974.97,33.77334687221145
Lokoya Howell Mtn Cab Svgn,1949.94,0.6600203083171851
Lokoya Mt Veeder Cab Svgn,3574.8900000000003,13.420552800226018
Lokoya Spring Mtn Cab Svgn,4549.860000000001,35.065694329056285
Lombardo Marsala Ambra Dry,97.13,25.3783589004427
Long Lake Cab Svgn Cal,209.65,5.442404006677794
Looking Glass Cab Svgn,39.48,31.00303951367781
Looking Glass Wh Znfdl,39.48,31.00303951367781
Lost Angel Moscato,779.22,18.8034188034188
Lot No 40 Canadian Rye,3299.42,92.14377072333926
Louis Jadot Chmble-Musgny 11,99.98,65.5131026205241
Louis Jadot Nuits St Geo 11,899.88,34.64461928257101
Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679056469
Louis M Martini Cab Svgn,7479.37,34.989979102517985
Louis de Grenelle Rose,734.51,21.008563532150678
Loukatos Mastic Liqueur,485.72999999999996,50.97276264591439
Loukatos Retsina,6316.34,54.355528676417045
Loukatos Tsipouro Brandy,139.93,36.49681983849068
Love Lane Carmenere,2897.33,7.792346746832428
Love Lane Svgn Bl,4360.13,6.729615860077567
Love Oregon Pnt Nr,659.61,11.863070602325616
Love Oregon Rsl,978.34,52.04121266635321
Lower East Side Cab Svgn,3908.88,60.203178404044124
Lucano Amaro,2188.54,71.18170104270428
Lucano Limencello,945.14,69.68068222697165
Lucanto Montepulciano d'Abru,577.66,51.639372641346114
Luce Brunello Montalcino 10,2183.79,31.974228291181845
Luce Della Vite Lucente Tosc,7218.509999999999,45.24908880087442
Luce Della Vite Toscana,2199.7799999999997,59.46594659465946
Lucienne Doctor's Vyd Pnt Nr,767.84,34.35481350281309
Lucky Duck Cab Svgn,90.96,31.134564643799468
Lucky Duck Moscato,227.4,22.568161829375548
Lucky Duck Riesling,125.07,27.176781002638524
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972482802
Luiano Ottantuno Chianti,3197.2200000000003,68.58051682399083
Luiano Rosato,385.0,53.40963156877558
Luigi Bosca Chard,4748.16,4.475839061868186
Luigi Bosca Los Miradores Ma,1033.62,29.045490605831926
Luigi Bosca Malbec 13,1329.3,30.50778605280975
Luigi Bosca Malbec SV DOC,418.83,14.275481699018686
Luigi Bosca RSV Cab Svgn,9960.349999999999,25.870074846767427
Luigi Bosca de Sangre,2899.77,17.26792124892664
Luna di Luna Prosecco,1495.12,29.177591096366832
Lustau Pedro Ximenez San Emi,107.96,33.34568358651352
Luxardo Amaretto di Saschira,349.85999999999996,44.137655062024805
Luxardo Angioletto Hazelnut,1258.2,78.49308536003815
Luxardo Sambuca Dei Cesari,299.88,22.488995598239296
Luxury Edition Pnt Nr Rose S,623.52,34.64203233256351
Luxury Edition Prosecco,740.4300000000001,33.333333333333336
Luzon Jumilla Red,2275.32,20.39800995024876
Lynch Bages 09 Pauillac,2619.96,66.2162781111162
Lyrarakis Assyrtiko,431.73,9.276631227850743
Lyrarakis Okto Syrah Blend,9190.01,26.864932682336583
Lyrarakis Okto White,959.4,34.208880550343956
Lyric by Etude Pnt Nr,2204.45,29.304815260042176
M & R Bianco Vermouth,964.21,21.85519751921262
M & R Sparkling Rose,8902.210000000001,42.91776985714784
M Chiarlo 10 Chiarlo Rosso,8401.59,33.103376860808496
M Chiarlo Barolo Cerequio,879.89,64.58193637841094
M Chiarlo Gavi Wh,1208.9,99.39366366117959
M D 20/20,8993.460000000001,27.77918620864495
M D 20/20 Coco Loco,2090.76,17.93893129770993
M D 20/20 Habanero Lime Arit,2433.9,22.04116849500802
